FR_hip,FR_thigh,FR_calf,FL_hip,FL_thigh,FL_calf,RR_hip,RR_thigh,RR_calf,RL_hip,RL_thigh,RL_calf
-2.799012660980224609e-01,9.384586811065673828e-01,-4.584729671478271484e-01,7.739126682281494141e-01,4.488987922668457031e-01,8.523094654083251953e-01,-7.981891632080078125e-01,3.143708705902099609e-01,2.395379543304443359e-01,4.087166786193847656e-01,6.856658458709716797e-01,2.287454605102539062e-01
-4.031226634979248047e-01,-6.915738582611083984e-01,-5.742943286895751953e-01,-2.259583473205566406e-01,5.035109519958496094e-01,3.903005123138427734e-01,-5.304288864135742188e-01,7.319312095642089844e-01,-8.177096843719482422e-01,-5.609700679779052734e-01,5.100171566009521484e-01,5.947930812835693359e-01
-1.877450942993164062e-01,6.451368331909179688e-03,-7.621531486511230469e-01,-5.312180519104003906e-01,-1.697642803192138672e-01,-6.757838726043701172e-01,4.613852500915527344e-02,-7.257864475250244141e-01,-5.264632701873779297e-01,1.145868301391601562e-01,3.559842109680175781e-01,2.606177330017089844e-02
4.859411716461181641e-01,5.128710269927978516e-01,-8.811147212982177734e-01,-2.354462146759033203e-01,-1.318688392639160156e-01,3.885698318481445312e-01,7.480912208557128906e-01,-8.371944427490234375e-01,-2.939813137054443359e-01,-2.351799011230468750e-01,7.877752780914306641e-01,4.160332679748535156e-01
-7.947206497192382812e-02,-6.072268486022949219e-01,5.408153533935546875e-01,-6.670677661895751953e-01,1.338837146759033203e-01,5.956542491912841797e-01,7.024149894714355469e-01,9.993464946746826172e-01,5.727486610412597656e-01,8.737874031066894531e-01,6.050677299499511719e-01,-6.955609321594238281e-01
-3.185291290283203125e-01,-8.828015327453613281e-01,-3.969171047210693359e-01,3.694827556610107422e-01,-9.741289615631103516e-01,3.040440082550048828e-01,3.062205314636230469e-01,-9.875316619873046875e-01,-5.395519733428955078e-01,-8.025443553924560547e-01,2.092790603637695312e-01,-2.952063083648681641e-01
4.622225761413574219e-01,-9.716219902038574219e-01,2.879471778869628906e-01,5.048515796661376953e-01,2.988109588623046875e-01,-9.922933578491210938e-01,7.485656738281250000e-01,5.544109344482421875e-01,5.592401027679443359e-01,8.185877799987792969e-01,9.609689712524414062e-01,6.525280475616455078e-01
-5.473208427429199219e-01,1.068444252014160156e-01,-2.904319763183593750e-02,6.330685615539550781e-01,3.644657135009765625e-02,-1.955263614654541016e-01,4.222636222839355469e-01,-1.558322906494140625e-01,9.897630214691162109e-01,5.202336311340332031e-01,-6.197004318237304688e-01,-8.001027107238769531e-01
1.066067218780517578e-01,-6.725287437438964844e-02,-2.072355747222900391e-01,9.537634849548339844e-01,-8.186540603637695312e-01,1.723911762237548828e-01,-1.187884807586669922e-01,-5.721328258514404297e-01,4.800796508789062500e-03,-2.543115615844726562e-02,-7.529928684234619141e-01,-5.358421802520751953e-01
1.111114025115966797e-01,-4.982142448425292969e-01,3.410465717315673828e-01,8.626759052276611328e-01,5.191586017608642578e-01,7.988731861114501953e-01,-7.466535568237304688e-01,-1.137018203735351562e-01,3.129343986511230469e-01,8.841035366058349609e-01,1.797735691070556641e-01,-9.477789402008056641e-01
8.433532714843750000e-01,8.637921810150146484e-01,-2.979302406311035156e-02,-8.477315902709960938e-01,7.931218147277832031e-01,4.609618186950683594e-01,4.087505340576171875e-01,2.652416229248046875e-01,-2.306520938873291016e-01,9.677863121032714844e-01,8.992910385131835938e-03,-5.384945869445800781e-02
-2.529759407043457031e-01,1.932244300842285156e-01,-7.135422229766845703e-01,-1.248652935028076172e-01,-7.216069698333740234e-01,7.304801940917968750e-01,-9.086408615112304688e-01,7.779924869537353516e-01,-1.311368942260742188e-01,-3.550586700439453125e-01,-9.341700077056884766e-01,-3.032159805297851562e-01
-2.772834300994873047e-01,1.758401393890380859e-01,1.453120708465576172e-01,-6.466088294982910156e-01,-5.860998630523681641e-01,-7.808432579040527344e-01,-2.398197650909423828e-01,-9.332432746887207031e-01,5.321750640869140625e-01,6.003403663635253906e-01,-7.899842262268066406e-01,-9.264061450958251953e-01
2.985525131225585938e-01,-5.129146575927734375e-01,-3.679895401000976562e-02,-8.426506519317626953e-01,-1.794955730438232422e-01,-8.617382049560546875e-01,-9.971930980682373047e-01,7.615811824798583984e-01,1.590440273284912109e-01,2.347507476806640625e-01,-5.401968955993652344e-02,8.086359500885009766e-01
1.784808635711669922e-01,-1.154854297637939453e-01,5.090384483337402344e-01,6.862733364105224609e-01,-7.916991710662841797e-01,-2.253780364990234375e-01,4.598293304443359375e-01,-4.770796298980712891e-01,9.414863586425781250e-02,1.002299785614013672e-01,-2.550783157348632812e-01,2.599611282348632812e-01
1.086726188659667969e-01,2.302036285400390625e-01,6.812024116516113281e-01,8.968312740325927734e-01,-6.755459308624267578e-01,1.186470985412597656e-01,-8.531181812286376953e-01,-9.351680278778076172e-01,-5.499053001403808594e-02,-8.761849403381347656e-01,-3.170983791351318359e-01,9.985654354095458984e-01
6.566917896270751953e-01,5.287089347839355469e-01,7.395520210266113281e-01,7.107145786285400391e-01,6.528866291046142578e-01,5.381557941436767578e-01,9.460639953613281250e-01,-7.510650157928466797e-01,7.445144653320312500e-01,-3.275017738342285156e-01,-7.721295356750488281e-01,-2.490346431732177734e-01
-8.405280113220214844e-02,9.484505653381347656e-02,6.254813671112060547e-01,2.905569076538085938e-01,-3.622462749481201172e-01,5.133111476898193359e-01,8.675374984741210938e-01,-3.034486770629882812e-01,2.794632911682128906e-01,3.493192195892333984e-01,3.580470085144042969e-01,3.101882934570312500e-01
-4.714100360870361328e-01,9.877290725708007812e-01,-6.514906883239746094e-02,2.883749008178710938e-01,6.272134780883789062e-01,8.699448108673095703e-01,7.132685184478759766e-01,-6.013059616088867188e-02,9.965012073516845703e-01,8.622071743011474609e-01,-7.348177433013916016e-01,1.161096096038818359e-01
8.146159648895263672e-01,-9.868037700653076172e-01,1.745424270629882812e-01,5.737090110778808594e-02,-3.143544197082519531e-01,2.875070571899414062e-01,9.688441753387451172e-01,7.559204101562500000e-02,9.304788112640380859e-01,4.511182308197021484e-01,2.103805541992187500e-03,-2.735340595245361328e-01
9.357368946075439453e-01,-3.012559413909912109e-01,-7.177076339721679688e-01,-3.851346969604492188e-01,5.008850097656250000e-01,9.073498249053955078e-01,5.879504680633544922e-01,8.141005039215087891e-01,-6.999771595001220703e-01,-1.019220352172851562e-01,-9.835500717163085938e-01,6.081929206848144531e-01
6.605672836303710938e-01,-6.033110618591308594e-01,-7.939286231994628906e-01,5.127031803131103516e-01,-8.046114444732666016e-01,6.780886650085449219e-01,8.653473854064941406e-02,-5.187976360321044922e-01,-8.512094020843505859e-01,4.478676319122314453e-01,-9.758172035217285156e-01,6.920745372772216797e-01
-1.182663440704345703e-01,-8.427841663360595703e-01,-2.943937778472900391e-01,-6.689667701721191406e-02,-4.436488151550292969e-01,1.591494083404541016e-01,-4.235785007476806641e-01,-6.523401737213134766e-01,-1.771748065948486328e-01,7.802987098693847656e-02,-3.780941963195800781e-01,-7.865333557128906250e-01
9.358792304992675781e-01,3.309900760650634766e-01,-7.337133884429931641e-01,-5.740504264831542969e-01,4.574608802795410156e-01,-8.102045059204101562e-01,-3.014376163482666016e-01,1.132726669311523438e-03,1.204726696014404297e-01,7.928824424743652344e-01,-6.312279701232910156e-01,5.840244293212890625e-01
6.493122577667236328e-01,-2.547652721405029297e-01,-4.116871356964111328e-01,6.487562656402587891e-01,4.770741462707519531e-01,-2.598142623901367188e-02,-6.010997295379638672e-01,-4.371988773345947266e-01,-5.369625091552734375e-01,6.953351497650146484e-01,-8.860843181610107422e-01,3.467195034027099609e-01
2.653501033782958984e-01,9.443495273590087891e-01,-6.127719879150390625e-01,2.385067939758300781e-01,3.901476860046386719e-01,-5.605571269989013672e-01,-5.194103717803955078e-01,-2.949802875518798828e-01,-9.250330924987792969e-02,4.482536315917968750e-01,-5.048871040344238281e-01,-1.998798847198486328e-01
6.218569278717041016e-01,9.584188461303710938e-01,3.910610675811767578e-01,9.012722969055175781e-01,2.293272018432617188e-01,9.238719940185546875e-04,-3.782815933227539062e-01,-8.865666389465332031e-01,1.161694526672363281e-02,5.560429096221923828e-01,5.609440803527832031e-01,4.907081127166748047e-01
-4.063997268676757812e-01,-7.659161090850830078e-01,7.677612304687500000e-01,9.531364440917968750e-01,6.462788581848144531e-02,8.613662719726562500e-01,7.783668041229248047e-01,9.897735118865966797e-01,-1.347062587738037109e-01,-3.779580593109130859e-01,-1.947488784790039062e-01,5.917358398437500000e-01
-9.012928009033203125e-01,-6.058309078216552734e-01,5.461065769195556641e-01,-5.446193218231201172e-01,-6.482384204864501953e-01,9.189946651458740234e-01,5.020105838775634766e-01,-3.305549621582031250e-01,7.482957839965820312e-02,-6.377151012420654297e-01,-5.309827327728271484e-01,-5.324206352233886719e-01
-5.130767822265625000e-04,-6.174476146697998047e-01,2.140676975250244141e-01,4.495434761047363281e-01,3.684353828430175781e-02,9.120841026306152344e-01,-8.439610004425048828e-01,8.628537654876708984e-01,-6.593244075775146484e-01,-8.634209632873535156e-01,-8.893098831176757812e-01,-1.908538341522216797e-01
-4.416933059692382812e-01,-7.521758079528808594e-01,6.994037628173828125e-01,7.691164016723632812e-01,-3.311078548431396484e-01,8.336179256439208984e-01,2.640628814697265625e-02,2.537682056427001953e-01,-9.678871631622314453e-01,3.994510173797607422e-01,-8.566784858703613281e-01,8.711137771606445312e-01
3.119473457336425781e-01,7.889001369476318359e-01,-8.279724121093750000e-01,-6.582162380218505859e-01,6.156330108642578125e-01,-5.640001296997070312e-01,4.208998680114746094e-01,-8.755991458892822266e-01,-3.032290935516357422e-01,8.522267341613769531e-01,2.298617362976074219e-01,9.690036773681640625e-01
6.048965454101562500e-01,4.497168064117431641e-01,-9.125120639801025391e-01,8.616571426391601562e-01,-8.113391399383544922e-01,-1.532948017120361328e-01,-9.785878658294677734e-01,-6.133284568786621094e-01,7.668528556823730469e-01,-7.225584983825683594e-01,-5.858469009399414062e-01,-9.541871547698974609e-01
4.974410533905029297e-01,2.309331893920898438e-01,4.764568805694580078e-01,-4.048762321472167969e-01,3.863110542297363281e-01,-3.383803367614746094e-01,5.452108383178710938e-01,-2.503345012664794922e-01,2.948265075683593750e-01,4.077346324920654297e-01,-4.066462516784667969e-01,3.378419876098632812e-01
3.101911544799804688e-01,-4.638624191284179688e-02,8.880412578582763672e-01,-7.257411479949951172e-01,9.816753864288330078e-01,-3.876850605010986328e-01,4.186336994171142578e-01,-1.096677780151367188e-02,1.545152664184570312e-01,5.217552185058593750e-02,6.933155059814453125e-01,8.683993816375732422e-01
7.147214412689208984e-01,8.938486576080322266e-01,1.795315742492675781e-02,1.413328647613525391e-01,-2.786219120025634766e-01,7.922568321228027344e-01,1.976301670074462891e-01,4.550645351409912109e-01,-5.798234939575195312e-01,8.533821105957031250e-01,6.959903240203857422e-01,3.117341995239257812e-01
6.575725078582763672e-01,9.306244850158691406e-01,3.495645523071289062e-02,8.801317214965820312e-01,1.959617137908935547e-01,4.418573379516601562e-01,6.594266891479492188e-01,-1.588654518127441406e-01,-2.463722229003906250e-02,-5.862703323364257812e-01,5.304651260375976562e-01,3.858506679534912109e-01
-5.959730148315429688e-01,5.872561931610107422e-01,9.731335639953613281e-01,-2.166116237640380859e-01,6.055836677551269531e-01,-1.425061225891113281e-01,7.382082939147949219e-01,-7.549717426300048828e-01,7.653017044067382812e-01,-5.128781795501708984e-01,-3.792469501495361328e-01,-3.473663330078125000e-02
2.894163131713867188e-03,-9.594190120697021484e-01,9.232401847839355469e-01,-3.811817169189453125e-01,-7.080233097076416016e-01,6.690993309020996094e-01,3.909261226654052734e-01,7.407758235931396484e-01,7.744822502136230469e-01,8.937733173370361328e-01,-6.449620723724365234e-01,8.337924480438232422e-01
-8.322670459747314453e-01,6.266076564788818359e-01,4.593112468719482422e-01,-4.285049438476562500e-01,-9.328172206878662109e-01,4.875359535217285156e-01,-9.974660873413085938e-01,2.186598777770996094e-01,-5.415563583374023438e-01,3.846786022186279297e-01,-9.850859642028808594e-01,-8.073570728302001953e-01
-7.885773181915283203e-01,-6.962420940399169922e-01,8.774044513702392578e-01,-6.525580883026123047e-01,-2.791545391082763672e-01,-8.470573425292968750e-01,-9.601624011993408203e-01,-1.990485191345214844e-02,-5.338907241821289062e-03,4.135503768920898438e-01,2.920074462890625000e-01,-6.552047729492187500e-01
-3.506143093109130859e-01,-9.772284030914306641e-01,7.350785732269287109e-01,1.462004184722900391e-01,-9.576976299285888672e-01,8.256628513336181641e-01,1.897220611572265625e-01,1.606810092926025391e-01,2.021069526672363281e-01,-4.325454235076904297e-01,-4.705946445465087891e-01,-4.180867671966552734e-01
-1.566660404205322266e-01,-8.089895248413085938e-01,-9.501452445983886719e-01,-8.922710418701171875e-01,-5.924413204193115234e-01,-3.725388050079345703e-01,-2.274355888366699219e-01,5.446395874023437500e-01,-2.392969131469726562e-01,9.426140785217285156e-01,9.204919338226318359e-01,6.870212554931640625e-01
8.180186748504638672e-01,-6.147944927215576172e-01,3.611710071563720703e-01,9.934425354003906250e-03,7.835023403167724609e-01,-8.286824226379394531e-01,1.064906120300292969e-01,3.916969299316406250e-01,9.996104240417480469e-02,1.122825145721435547e-01,-4.880118370056152344e-01,-3.656728267669677734e-01
-2.179234027862548828e-01,2.596287727355957031e-01,9.999163150787353516e-01,1.970331668853759766e-01,-7.505321502685546875e-01,8.157813549041748047e-01,-7.109711170196533203e-01,3.510537147521972656e-01,-9.141020774841308594e-01,-3.477330207824707031e-01,9.422702789306640625e-01,-4.176087379455566406e-01
-5.065085887908935547e-01,-6.102871894836425781e-02,-3.101601600646972656e-01,6.512928009033203125e-01,-2.024178504943847656e-01,5.423407554626464844e-01,2.453594207763671875e-01,6.806373596191406250e-02,4.460546970367431641e-01,-2.485132217407226562e-01,-2.656054496765136719e-01,-8.214597702026367188e-01
8.577589988708496094e-01,1.666934490203857422e-01,-8.552227020263671875e-01,8.507425785064697266e-01,-9.578657150268554688e-01,-4.435670375823974609e-01,-2.448151111602783203e-01,-5.305645465850830078e-01,2.123501300811767578e-01,-4.650683403015136719e-01,-1.033949851989746094e-02,-2.040147781372070312e-02
-1.654529571533203125e-01,6.966726779937744141e-01,-1.815187931060791016e-01,-4.437634944915771484e-01,1.850645542144775391e-01,2.986249923706054688e-01,-9.892561435699462891e-01,1.570734977722167969e-01,-8.316481113433837891e-01,-7.017111778259277344e-02,-3.862142562866210938e-01,6.425082683563232422e-01
3.076372146606445312e-01,3.305778503417968750e-01,2.963733673095703125e-02,5.332555770874023438e-01,-7.193329334259033203e-01,-7.488174438476562500e-01,5.817840099334716797e-01,-2.421011924743652344e-01,-8.470754623413085938e-01,-3.414006233215332031e-01,-3.719427585601806641e-01,5.357081890106201172e-01
-9.159629344940185547e-01,8.317039012908935547e-01,6.518526077270507812e-01,4.004013538360595703e-01,8.483095169067382812e-01,2.620220184326171875e-04,4.569678306579589844e-01,-1.785755157470703125e-04,-3.097479343414306641e-01,6.532416343688964844e-01,9.291875362396240234e-01,-3.457899093627929688e-01
2.762722969055175781e-02,1.547126770019531250e-01,9.824841022491455078e-01,3.417041301727294922e-01,3.193969726562500000e-01,-4.065134525299072266e-01,-3.694419860839843750e-01,7.553172111511230469e-02,8.636343479156494141e-01,-3.937609195709228516e-01,-2.397434711456298828e-01,-4.419295787811279297e-01
6.188180446624755859e-01,1.839215755462646484e-01,9.599869251251220703e-01,-1.283121109008789062e-01,8.723118305206298828e-01,5.809037685394287109e-01,-7.564644813537597656e-01,6.116547584533691406e-01,-6.010882854461669922e-01,9.724540710449218750e-01,-4.564957618713378906e-01,4.426205158233642578e-01
9.063103199005126953e-01,6.706488132476806641e-01,-6.469039916992187500e-01,5.869865417480468750e-02,-8.525178432464599609e-01,6.568601131439208984e-01,1.279230117797851562e-01,-6.074218750000000000e-01,-7.112112045288085938e-01,-9.869558811187744141e-01,-3.067705631256103516e-01,5.010890960693359375e-01
7.982883453369140625e-01,3.247284889221191406e-02,1.077864170074462891e-01,-2.035188674926757812e-01,2.174112796783447266e-01,1.315259933471679688e-01,3.755869865417480469e-01,3.904473781585693359e-01,-6.164894104003906250e-01,-8.158018589019775391e-01,-8.743951320648193359e-01,6.122052669525146484e-01
-6.352751255035400391e-01,-3.172516822814941406e-01,9.175908565521240234e-01,7.337918281555175781e-01,8.985254764556884766e-01,-1.965038776397705078e-01,-3.344774246215820312e-03,-7.896559238433837891e-01,-7.536964416503906250e-01,-1.021075248718261719e-02,-3.392291069030761719e-02,-5.961966514587402344e-01
6.024289131164550781e-01,-3.768966197967529297e-01,-6.598727703094482422e-01,4.933693408966064453e-01,-4.454681873321533203e-01,-3.760006427764892578e-01,-6.819067001342773438e-01,4.228014945983886719e-01,9.207246303558349609e-01,-2.389400005340576172e-01,-8.916642665863037109e-01,4.957327842712402344e-01
1.169342994689941406e-01,3.865373134613037109e-01,-6.558802127838134766e-01,8.755524158477783203e-01,-9.989225864410400391e-01,2.234683036804199219e-01,-9.440484046936035156e-01,3.438661098480224609e-01,1.621420383453369141e-01,2.051682472229003906e-01,-4.536538124084472656e-01,-8.375515937805175781e-01
5.627155303955078125e-01,-3.009357452392578125e-01,-3.278641700744628906e-01,9.621558189392089844e-01,2.703142166137695312e-01,8.672735691070556641e-01,-1.144380569458007812e-01,7.208213806152343750e-01,-5.715851783752441406e-01,7.293524742126464844e-01,-4.062891006469726562e-03,2.952742576599121094e-02
2.462041378021240234e-01,7.859630584716796875e-01,-3.852581977844238281e-01,-5.445475578308105469e-01,-1.760284900665283203e-01,6.387195587158203125e-01,-8.488321304321289062e-02,5.109462738037109375e-01,3.790235519409179688e-01,3.340663909912109375e-01,8.399777412414550781e-01,-7.386882305145263672e-01
-9.487802982330322266e-01,5.909776687622070312e-02,-8.766303062438964844e-01,9.089460372924804688e-01,-6.647646427154541016e-01,1.764559745788574219e-01,5.250749588012695312e-01,-1.594696044921875000e-01,7.226150035858154297e-01,8.915157318115234375e-01,-4.879882335662841797e-01,-5.396237373352050781e-01
-8.514285087585449219e-01,2.990531921386718750e-02,8.061323165893554688e-01,9.168152809143066406e-01,-5.386888980865478516e-01,8.201873302459716797e-01,2.289710044860839844e-01,-7.871592044830322266e-01,-7.498371601104736328e-01,-3.237879276275634766e-01,-8.642759323120117188e-01,6.187021732330322266e-01
3.950242996215820312e-01,7.301616668701171875e-01,-9.931077957153320312e-01,-7.036418914794921875e-01,-2.715468406677246094e-01,-1.045536994934082031e-01,-2.190871238708496094e-01,1.874220371246337891e-01,6.128904819488525391e-01,-8.449101448059082031e-01,-3.747332096099853516e-01,8.560185432434082031e-01
1.417145729064941406e-01,-4.852468967437744141e-01,6.179122924804687500e-01,-9.124343395233154297e-01,6.079201698303222656e-01,-6.087555885314941406e-01,-5.788524150848388672e-01,-3.784794807434082031e-01,3.720586299896240234e-01,-5.125658512115478516e-01,2.447507381439208984e-01,-8.926987648010253906e-01
-7.592165470123291016e-01,-9.836437702178955078e-01,-9.700722694396972656e-01,-2.012681961059570312e-01,9.384005069732666016e-01,-8.668382167816162109e-01,-6.697664260864257812e-01,-3.952484130859375000e-01,-4.551341533660888672e-01,6.107511520385742188e-01,-8.979337215423583984e-01,3.067595958709716797e-01
-7.226276397705078125e-01,-2.428781986236572266e-01,-7.867002487182617188e-01,-6.520459651947021484e-01,-7.833132743835449219e-01,-6.506438255310058594e-01,-9.229540824890136719e-01,-4.335398674011230469e-01,-3.559055328369140625e-01,-8.136620521545410156e-01,1.485183238983154297e-01,-3.945827484130859375e-04
-4.812250137329101562e-01,-9.961261749267578125e-01,-3.099052906036376953e-01,2.314825057983398438e-01,-4.098014831542968750e-01,-3.144788742065429688e-02,-6.034042835235595703e-01,-1.989295482635498047e-01,-1.700115203857421875e-02,-7.755992412567138672e-01,-3.317303657531738281e-01,-5.980432033538818359e-01
-6.659250259399414062e-01,7.139492034912109375e-01,6.379075050354003906e-01,3.581454753875732422e-01,7.794866561889648438e-01,-7.529964447021484375e-01,5.663425922393798828e-01,6.941704750061035156e-01,-7.328693866729736328e-01,-6.283552646636962891e-01,-5.820603370666503906e-01,7.401776313781738281e-01
-1.043944358825683594e-01,-6.412057876586914062e-01,4.557092189788818359e-01,-1.039538383483886719e-01,7.623453140258789062e-01,2.560658454895019531e-01,-6.201601028442382812e-02,8.825922012329101562e-02,4.393644332885742188e-01,-4.117784500122070312e-01,8.972208499908447266e-01,9.620072841644287109e-01
-7.605187892913818359e-01,4.880809783935546875e-02,-3.182272911071777344e-01,8.043577671051025391e-01,3.837943077087402344e-02,2.744033336639404297e-01,-8.660285472869873047e-01,-5.814390182495117188e-01,-5.682380199432373047e-01,-6.215281486511230469e-01,-1.457047462463378906e-01,2.894926071166992188e-01
-3.504619598388671875e-01,-9.705970287322998047e-01,5.524251461029052734e-01,-1.937170028686523438e-01,-5.223741531372070312e-01,5.529224872589111328e-01,-3.564510345458984375e-01,-6.832234859466552734e-01,-3.525876998901367188e-02,-9.082670211791992188e-01,6.257948875427246094e-01,6.826174259185791016e-01
-5.731182098388671875e-01,-9.633903503417968750e-01,4.897832870483398438e-02,6.873834133148193359e-01,4.383451938629150391e-01,-9.871137142181396484e-01,-4.184157848358154297e-01,-3.369977474212646484e-01,-2.645800113677978516e-01,1.473901271820068359e-01,1.291575431823730469e-01,6.085212230682373047e-01
-5.655136108398437500e-01,-3.035557270050048828e-01,-1.423304080963134766e-01,7.714567184448242188e-01,4.820108413696289062e-01,4.496753215789794922e-01,7.635824680328369141e-01,5.295770168304443359e-01,8.938486576080322266e-01,-1.698858737945556641e-01,-1.579566001892089844e-01,-7.357356548309326172e-01
4.887654781341552734e-01,2.068595886230468750e-01,-9.559309482574462891e-01,-9.529757499694824219e-01,6.524312496185302734e-01,-8.153436183929443359e-01,7.283389568328857422e-01,-6.152060031890869141e-01,1.135189533233642578e-01,-9.792473316192626953e-01,-6.024575233459472656e-01,2.323272228240966797e-01
-2.293052673339843750e-01,-6.451344490051269531e-02,8.266546726226806641e-01,-4.523391723632812500e-01,-2.616479396820068359e-01,-1.005604267120361328e-01,2.938537597656250000e-01,9.689970016479492188e-01,8.453626632690429688e-01,-2.471857070922851562e-01,5.593323707580566406e-02,9.698760509490966797e-01
1.676225662231445312e-01,-6.424286365509033203e-01,-7.933983802795410156e-01,9.226763248443603516e-01,4.643249511718750000e-01,3.405900001525878906e-01,3.297905921936035156e-01,-7.498612403869628906e-01,3.078343868255615234e-01,-8.087620735168457031e-01,-8.056442737579345703e-01,6.814947128295898438e-01
-6.556668281555175781e-01,7.403349876403808594e-02,-7.247278690338134766e-01,-7.043783664703369141e-01,-6.897611618041992188e-01,-1.361405849456787109e-01,-8.581113815307617188e-02,-9.316210746765136719e-01,-5.362040996551513672e-01,4.913163185119628906e-01,7.056109905242919922e-01,2.258236408233642578e-01
